Voyage ID,Ship ID,Ship Name,Encounter Hex,True Encounter Type,Logged Encounter Type,Damage Taken
1973,224,Scurvy Hind,Hex M6,Iceberg,None,0%
1973,224,Scurvy Hind,Hex L5,Iceberg,None,0%
1973,224,Scurvy Hind,Hex L4,Iceberg,Iceberg,15%
1973,224,Scurvy Hind,Hex K4,Iceberg,None,0%
1973,224,Scurvy Hind,Hex J3,Iceberg,Iceberg,20%
1974,185,Orange Diamond,Hex Q8,Reef,Reef,37%
1974,185,Orange Diamond,Hex Q8,Sharks,Sharks,0%
1974,185,Orange Diamond,Hex P9,Harpies,Harpies,0%
1974,185,Orange Diamond,Hex P9,Iceberg,None,0%
1974,185,Orange Diamond,Hex Q8,Reef,Reef,7%
1974,185,Orange Diamond,Hex Q8,Sharks,Sharks,4%
1974,185,Orange Diamond,Hex Q7,Iceberg,None,0%
1975,201,Rusty Tortoise,Hex P7,Iceberg,None,0%
1975,201,Rusty Tortoise,Hex O7,Pirates,Pirates,0%
1975,201,Rusty Tortoise,Hex O7,Iceberg,None,0%
1975,201,Rusty Tortoise,Hex N7,Iceberg,None,0%
1975,201,Rusty Tortoise,Hex L9,Sharks,Sharks,0%
1975,201,Rusty Tortoise,Hex K9,Iceberg,Iceberg,17%
1975,201,Rusty Tortoise,Hex K9,Storm,Storm,20%
1975,201,Rusty Tortoise,Hex J10,Iceberg,None,0%
1976,226,Gray Tortoise,Hex I4,Iceberg,None,0%
1976,226,Gray Tortoise,Hex H5,Iceberg,None,0%
1976,226,Gray Tortoise,Hex H6,Iceberg,None,0%
1976,226,Gray Tortoise,Hex H8,Iceberg,None,0%
1976,226,Gray Tortoise,Hex G9,Pirates,Pirates,14%
1976,226,Gray Tortoise,Hex H10,Iceberg,None,0%
1976,226,Gray Tortoise,Hex H12,Pirates,Pirates,14%
1977,236,Black Hind,Hex O14,Harpies,Harpies,0%
1977,236,Black Hind,Hex N14,Pirates,Pirates,35%
1977,236,Black Hind,Hex O15,Pirates,Pirates,0%
1978,189,Rusty Bottom,Hex F11,Pirates,Pirates,10%
1978,189,Rusty Bottom,Hex E11,Kraken,Kraken,30%
1979,246,Green Heart,Hex F10,Sharks,Sharks,10%
1979,246,Green Heart,Hex E9,Iceberg,None,0%
1979,246,Green Heart,Hex F10,Iceberg,None,0%
1979,246,Green Heart,Hex G12,Dragon,Dragon,90%
1980,70,Red Hind,Hex P6,Harpies,Harpies,15%
1980,70,Red Hind,Hex N5,Kraken,Kraken,30%
1980,70,Red Hind,Hex L5,Iceberg,None,0%
1980,70,Red Hind,Hex L4,Reef,Reef,35%
1980,70,Red Hind,Hex L4,Storm,Storm,5%
1980,70,Red Hind,Hex K3,Iceberg,None,0%
1980,70,Red Hind,Hex J3,Iceberg,None,0%
1981,42,Golden Swan,Hex P7,Iceberg,None,0%
1981,42,Golden Swan,Hex Q8,Storm,Storm,0%
1981,42,Golden Swan,Hex P9,Harpies,Harpies,20%
1981,42,Golden Swan,Hex P9,Iceberg,None,0%
1981,42,Golden Swan,Hex Q7,Iceberg,None,0%
1982,254,Scurvy Swan,Hex G2,Reef,Reef,7%
1982,254,Scurvy Swan,Hex G2,Sharks,Sharks,0%
1982,254,Scurvy Swan,Hex F4,Pirates,Pirates,0%
1982,254,Scurvy Swan,Hex F4,Storm,Storm,14%
1982,254,Scurvy Swan,Hex G4,Pirates,Pirates,20%
1982,254,Scurvy Swan,Hex G4,Reef,Reef,7%
1983,204,Orange Heart,Hex I4,Iceberg,None,0%
1983,204,Orange Heart,Hex I5,Iceberg,None,0%
1983,204,Orange Heart,Hex I8,Storm,Storm,17%
1983,204,Orange Heart,Hex H9,Harpies,Harpies,7%
1983,204,Orange Heart,Hex I10,Iceberg,None,0%
1984,250,Black Goose,Hex J4,Iceberg,None,0%
1984,250,Black Goose,Hex J5,Iceberg,None,0%
1984,250,Black Goose,Hex J6,Iceberg,None,0%
1984,250,Black Goose,Hex I8,Harpies,Harpies,4%
1984,250,Black Goose,Hex I8,Iceberg,Iceberg,10%
1984,250,Black Goose,Hex I8,Atlantean Merfolk,Merfolk,0%
1984,250,Black Goose,Hex I9,Warlock,Wyrd Majick Fyre,14%
1984,250,Black Goose,Hex I9,Storm,Storm,7%
1984,250,Black Goose,Hex I10,Iceberg,None,0%
1984,250,Black Goose,Hex H11,Pirates,Pirates,10%
1985,266,Saucy Bottom,Hex P13,Storm,Storm,15%
1985,266,Saucy Bottom,Hex P7,Iceberg,None,0%
1986,207,Bloody Hind,Hex O15,Sharks,Sharks,10%
1986,207,Bloody Hind,Hex L15,Reef,Reef,30%
1987,134,Golden Tortoise,Hex O15,Sharks,Sharks,5%
1987,134,Golden Tortoise,Hex O15,Harpies,Harpies,15%
1988,261,Silver Hind,Hex I14,Reef,Reef,27%
1988,261,Silver Hind,Hex I14,Storm,Storm,7%
1988,261,Silver Hind,Hex I15,Reef,Reef,40%
1988,261,Silver Hind,Hex L15,Harpies,Harpies,4%
1989,265,Orange Duck,Hex J13,Pirates,Pirates,70%
1989,265,Orange Duck,Hex J13,Sharks,Sharks,4%
1989,265,Orange Duck,Hex J13,Storm,Storm,0%
1989,265,Orange Duck,Hex K13,Pirates,Pirates,17%
1989,265,Orange Duck,Hex K13,Harpies,Harpies,0%
1989,265,Orange Duck,Hex N14,Sharks,Sharks,0%
1989,265,Orange Duck,Hex O14,Sharks,Sharks,0%
1990,242,Scurvy Falcon,Hex I13,Storm,Storm,15%
1990,242,Scurvy Falcon,Hex K15,Harpies,Harpies,10%
1990,242,Scurvy Falcon,Hex K15,Reef,Reef,30%
1990,242,Scurvy Falcon,Hex O15,Harpies,Harpies,0%
1991,195,White Heart,Hex H13,Sharks,Sharks,0%
1991,195,White Heart,Hex J12,Kraken,Kraken,5%
1992,232,Mopey Goose,Hex Q7,Iceberg,None,0%
1992,232,Mopey Goose,Hex Q8,Iceberg,None,0%
1992,232,Mopey Goose,Hex Q9,Harpies,Harpies,0%
1992,232,Mopey Goose,Hex Q9,Iceberg,None,0%
1992,232,Mopey Goose,Hex Q10,Iceberg,None,0%
1992,232,Mopey Goose,Hex Q11,Sharks,Sharks,10%
1993,258,Green Hind,Hex Q4,Iceberg,None,0%
1993,258,Green Hind,Hex Q2,Pirates,Pirates,0%
1993,258,Green Hind,Hex P3,Iceberg,None,0%
1993,258,Green Hind,Hex Q4,Iceberg,None,0%
1993,258,Green Hind,Hex P5,Iceberg,None,0%
1995,255,Silver Goose,Hex P5,Storm,Storm,0%
1995,255,Silver Goose,Hex P4,Iceberg,None,0%
1995,255,Silver Goose,Hex O3,Kraken,Kraken,40%
1995,255,Silver Goose,Hex P5,Iceberg,None,0%
1996,187,Silver Bottom,Hex J4,Pirates,Pirates,30%
1996,187,Silver Bottom,Hex I5,Iceberg,None,0%
1996,187,Silver Bottom,Hex I6,Iceberg,None,0%
1996,187,Silver Bottom,Hex H7,Iceberg,None,0%
1996,187,Silver Bottom,Hex H7,Storm,Storm,14%
1996,187,Silver Bottom,Hex I8,Iceberg,None,0%
1996,187,Silver Bottom,Hex H9,Iceberg,None,0%
1996,187,Silver Bottom,Hex H9,Atlantean Merfolk,Sharks,7%
1996,187,Silver Bottom,Hex H9,Sharks,Sharks,0%
1997,222,Gray Hind,Hex I4,Iceberg,None,0%
1997,222,Gray Hind,Hex H6,Kraken,Kraken,14%
1997,222,Gray Hind,Hex H6,Iceberg,None,0%
1997,222,Gray Hind,Hex G7,Iceberg,None,0%
1997,222,Gray Hind,Hex G8,Iceberg,None,0%
1997,222,Gray Hind,Hex G9,Kraken,Kraken,20%
1997,222,Gray Hind,Hex G12,Storm,Storm,4%
1998,267,White Pearl,Hex P13,Reef,Reef,27%
1998,267,White Pearl,Hex Q12,Harpies,Harpies,4%
1998,267,White Pearl,Hex Q10,Pirates,Pirates,0%
1998,267,White Pearl,Hex Q10,Sharks,Sharks,0%
1998,267,White Pearl,Hex P9,Iceberg,Iceberg,4%
1999,259,Purple Bottom,Hex N15,Pirates,Pirates,30%
1999,259,Purple Bottom,Hex J13,Kraken,Kraken,4%
1999,259,Purple Bottom,Hex I13,Harpies,Harpies,0%
2000,264,Scurvy Goose,Hex I14,Harpies,Harpies,0%
2000,264,Scurvy Goose,Hex M15,Pirates,Pirates,44%
2000,264,Scurvy Goose,Hex N15,Pirates,Pirates,10%
2001,228,Black Diamond,Hex Q5,Harpies,Harpies,7%
2001,228,Black Diamond,Hex S6,Reef,Reef,10%
2001,228,Black Diamond,Hex R5,Reef,Reef,4%
2001,228,Black Diamond,Hex Q5,Iceberg,None,0%
2002,256,Mopey Falcon,Hex K3,Storm,Storm,15%
2002,256,Mopey Falcon,Hex L4,Harpies,Harpies,15%
2002,256,Mopey Falcon,Hex L4,Iceberg,None,0%
2002,256,Mopey Falcon,Hex L5,Iceberg,Iceberg,25%
2002,256,Mopey Falcon,Hex N6,Iceberg,None,0%
2002,256,Mopey Falcon,Hex O6,Iceberg,None,0%
2003,252,Saucy Goose,Hex I4,Iceberg,None,0%
2003,252,Saucy Goose,Hex I4,Storm,Storm,60%
2003,252,Saucy Goose,Hex G7,Iceberg,None,0%
2003,252,Saucy Goose,Hex H5,Iceberg,None,0%
2003,252,Saucy Goose,Hex H5,Sharks,Sharks,5%
2003,252,Saucy Goose,Hex H5,Storm,Storm,35%
2004,48,Scurvy Heart,Hex J4,Iceberg,None,0%
2004,48,Scurvy Heart,Hex K5,Iceberg,None,0%
2004,48,Scurvy Heart,Hex J4,Iceberg,None,0%
2005,5,Green Falcon,Hex J3,Iceberg,None,0%
2005,5,Green Falcon,Hex K3,Iceberg,Iceberg,7%
2005,5,Green Falcon,Hex L4,Reef,Reef,17%
2005,5,Green Falcon,Hex L4,Iceberg,Iceberg,7%
2005,5,Green Falcon,Hex L5,Iceberg,None,0%
2005,5,Green Falcon,Hex L5,Storm,Storm,4%
2005,5,Green Falcon,Hex K5,Iceberg,None,0%
2005,5,Green Falcon,Hex K4,Harpies,Harpies,4%
2005,5,Green Falcon,Hex J3,Iceberg,None,0%
2005,5,Green Falcon,Hex J3,Storm,Storm,4%
2006,211,Bloody Duck,Hex Q14,Sharks,Sharks,7%
2007,18,Gray Swan,Hex H11,Pirates,Pirates,0%
2007,18,Gray Swan,Hex I10,Harpies,Harpies,0%
2007,18,Gray Swan,Hex I10,Atlantean Merfolk,Sharks,4%
2007,18,Gray Swan,Hex I9,Warlock,Wyrd Majick Fyre,20%
2007,18,Gray Swan,Hex I10,Iceberg,None,0%
2007,18,Gray Swan,Hex I10,Atlantean Merfolk,Merfolk,50%
2007,18,Gray Swan,Hex H11,Atlantean Merfolk,Merfolk,0%
2008,183,Green Diamond,Hex H10,Kraken,Kraken,45%
2008,183,Green Diamond,Hex H10,Iceberg,None,0%
2008,183,Green Diamond,Hex H12,Sharks,Sharks,15%
2009,260,Orange Goose,Hex P6,Pirates,Pirates,75%
2010,239,Bloody Swan,Hex G6,Kraken,Kraken,20%
2010,239,Bloody Swan,Hex G6,Iceberg,None,0%
2010,239,Bloody Swan,Hex G5,Iceberg,None,0%
2010,239,Bloody Swan,Hex H5,Iceberg,None,0%
2011,41,Scurvy Tortoise,Hex I4,Iceberg,None,0%
2011,41,Scurvy Tortoise,Hex H4,Iceberg,None,0%
2011,41,Scurvy Tortoise,Hex H4,Sharks,Sharks,7%
2011,41,Scurvy Tortoise,Hex F4,Pirates,Pirates,0%
2011,41,Scurvy Tortoise,Hex F4,Iceberg,None,0%
2011,41,Scurvy Tortoise,Hex E4,Iceberg,Iceberg,4%
2011,41,Scurvy Tortoise,Hex F4,Iceberg,Iceberg,10%
2011,41,Scurvy Tortoise,Hex F4,Sharks,Sharks,0%
2011,41,Scurvy Tortoise,Hex G4,Reef,Reef,10%
2011,41,Scurvy Tortoise,Hex G4,Iceberg,Iceberg,4%
2011,41,Scurvy Tortoise,Hex H4,Iceberg,None,0%
2011,41,Scurvy Tortoise,Hex H4,Dragon,Dragon,7%
2011,41,Scurvy Tortoise,Hex I4,Sharks,Sharks,7%
2012,16,Mopey Diamond,Hex L6,Iceberg,None,0%
2012,16,Mopey Diamond,Hex M6,Kraken,Kraken,100%
2012,16,Mopey Diamond,Hex M6,Iceberg,Iceberg,15%
2012,16,Mopey Diamond,Hex M6,Sharks,Sharks,15%
2013,112,Golden Heart,Hex O15,Harpies,Harpies,5%
2013,112,Golden Heart,Hex N15,Storm,Storm,0%
2013,112,Golden Heart,Hex M15,Harpies,Harpies,15%
2015,177,Black Swan,Hex P13,Storm,Storm,0%
2016,213,Rusty Swan,Hex I12,Harpies,Harpies,0%
2016,213,Rusty Swan,Hex K12,Pirates,Pirates,50%
2017,82,Green Tortoise,Hex M15,Pirates,Pirates,37%
2017,82,Green Tortoise,Hex M15,Storm,Storm,14%
2019,146,Gray Bottom,Hex P5,Harpies,Harpies,0%
2019,146,Gray Bottom,Hex P5,Iceberg,None,0%
2019,146,Gray Bottom,Hex O4,Iceberg,None,0%
2019,146,Gray Bottom,Hex M4,Iceberg,None,0%
2019,146,Gray Bottom,Hex L4,Iceberg,None,0%
2019,146,Gray Bottom,Hex K3,Sharks,Sharks,4%
2020,216,White Goose,Hex P7,Iceberg,None,0%
2020,216,White Goose,Hex P7,Sharks,Sharks,4%
2020,216,White Goose,Hex P9,Reef,Reef,4%
2020,216,White Goose,Hex P11,Harpies,Harpies,4%
2020,216,White Goose,Hex Q12,Sharks,Sharks,4%
2021,240,Orange Swan,Hex Q7,Pirates,Pirates,20%
2021,240,Orange Swan,Hex Q7,Iceberg,None,0%
2021,240,Orange Swan,Hex P9,Reef,Reef,4%
2021,240,Orange Swan,Hex P9,Iceberg,None,0%
2021,240,Orange Swan,Hex P10,Pirates,Pirates,10%
2021,240,Orange Swan,Hex P10,Iceberg,None,0%
2021,240,Orange Swan,Hex Q13,Harpies,Harpies,0%
2021,240,Orange Swan,Hex Q13,Storm,Storm,4%
2022,77,Bloody Goose,Hex I2,Iceberg,None,0%
2022,77,Bloody Goose,Hex G2,Iceberg,None,0%
2022,77,Bloody Goose,Hex H2,Iceberg,None,0%
2022,77,Bloody Goose,Hex I2,Iceberg,None,0%
2023,100,Purple Goose,Hex I4,Iceberg,None,0%
2023,100,Purple Goose,Hex H4,Iceberg,None,0%
2023,100,Purple Goose,Hex F5,Iceberg,None,0%
2023,100,Purple Goose,Hex G4,Iceberg,None,0%
2024,104,White Bottom,Hex O15,Dragon,Dragon,10%
2024,104,White Bottom,Hex O14,Reef,Reef,7%
2024,104,White Bottom,Hex N14,Pirates,Pirates,0%
2024,104,White Bottom,Hex M13,Pirates,Pirates,30%
2024,104,White Bottom,Hex O14,Pirates,Pirates,30%
2024,104,White Bottom,Hex O14,Harpies,Harpies,0%
2024,104,White Bottom,Hex O15,Sharks,Sharks,4%
2024,104,White Bottom,Hex O15,Storm,Storm,20%
2025,236,Black Hind,Hex S16,Kraken,Kraken,150%
2025,236,Black Hind,Hex S16,Sharks,Sharks,0%
2026,1,Purple Pearl,Hex O15,Harpies,Harpies,7%
2026,1,Purple Pearl,Hex N15,Sharks,Sharks,0%
2026,1,Purple Pearl,Hex M15,Sharks,Sharks,10%
2026,1,Purple Pearl,Hex J14,Atlantean Merfolk,Sharks,4%
2026,1,Purple Pearl,Hex I13,Atlantean Merfolk,Merfolk,17%
2026,1,Purple Pearl,Hex I13,Storm,Storm,0%
2026,1,Purple Pearl,Hex H13,Storm,Storm,4%
2027,251,Purple Falcon,Hex I10,Iceberg,None,0%
2027,251,Purple Falcon,Hex H11,Pirates,Pirates,115%
2028,245,Red Duck,Hex Q5,Iceberg,None,0%
2028,245,Red Duck,Hex Q4,Iceberg,None,0%
2028,245,Red Duck,Hex P3,Iceberg,None,0%
2028,245,Red Duck,Hex P2,Iceberg,None,0%
2028,245,Red Duck,Hex O1,Pirates,Pirates,20%
2028,245,Red Duck,Hex O3,Kraken,Kraken,14%
2028,245,Red Duck,Hex O3,Iceberg,None,0%
2028,245,Red Duck,Hex P4,Iceberg,None,0%
2029,126,Silver Diamond,Hex O5,Iceberg,None,0%
2029,126,Silver Diamond,Hex O4,Iceberg,None,0%
2029,126,Silver Diamond,Hex N4,Pirates,Pirates,10%
2029,126,Silver Diamond,Hex N4,Harpies,Harpies,7%
2029,126,Silver Diamond,Hex P6,Harpies,Harpies,7%
2029,126,Silver Diamond,Hex P6,Iceberg,None,0%
2029,126,Silver Diamond,Hex P6,Sharks,Sharks,7%
2030,224,Scurvy Hind,Hex I4,Iceberg,None,0%
2030,224,Scurvy Hind,Hex G4,Iceberg,None,0%
2030,224,Scurvy Hind,Hex H4,Iceberg,None,0%
2031,223,Green Duck,Hex I4,Iceberg,Iceberg,10%
2031,223,Green Duck,Hex H5,Sharks,Sharks,0%
2031,223,Green Duck,Hex H6,Pirates,Pirates,45%
2031,223,Green Duck,Hex H5,Iceberg,None,0%
2031,223,Green Duck,Hex I4,Iceberg,None,0%
2032,214,Golden Hind,Hex O15,Storm,Storm,0%
2032,214,Golden Hind,Hex K13,Atlantean Merfolk,Merfolk,0%
2033,201,Rusty Tortoise,Hex H13,Sharks,Sharks,4%
2033,201,Rusty Tortoise,Hex I13,Harpies,Harpies,0%
2033,201,Rusty Tortoise,Hex J13,Atlantean Merfolk,Merfolk,0%
2033,201,Rusty Tortoise,Hex J13,Dragon,Dragon,0%
2033,201,Rusty Tortoise,Hex K15,Sharks,Sharks,0%
2033,201,Rusty Tortoise,Hex O15,Storm,Storm,0%
2034,258,Green Hind,Hex P8,Iceberg,None,0%
2034,258,Green Hind,Hex P9,Iceberg,None,0%
2034,258,Green Hind,Hex P10,Iceberg,None,0%
2034,258,Green Hind,Hex Q12,Pirates,Pirates,0%
2035,247,Scurvy Bottom,Hex K3,Iceberg,None,0%
2035,247,Scurvy Bottom,Hex L4,Iceberg,None,0%
2035,247,Scurvy Bottom,Hex L4,Sharks,Sharks,0%
2035,247,Scurvy Bottom,Hex L5,Sharks,Sharks,0%
2035,247,Scurvy Bottom,Hex M6,Kraken,Kraken,7%
2035,247,Scurvy Bottom,Hex N6,Pirates,Pirates,20%
2035,247,Scurvy Bottom,Hex O6,Iceberg,None,0%
2035,247,Scurvy Bottom,Hex P6,Iceberg,None,0%
2035,247,Scurvy Bottom,Hex P6,Storm,Storm,17%
2036,207,Bloody Hind,Hex O15,Harpies,Harpies,0%
2036,207,Bloody Hind,Hex L15,Reef,Reef,25%
2037,84,Silver Swan,Hex O15,Pirates,Pirates,0%
2037,84,Silver Swan,Hex N13,Sharks,Sharks,0%
2037,84,Silver Swan,Hex N12,Dread Pirate Calamity,Pirates,30%
2037,84,Silver Swan,Hex N12,Pirates,Pirates,0%
2037,84,Silver Swan,Hex N12,Harpies,Harpies,0%
2037,84,Silver Swan,Hex N12,Sharks,Sharks,4%
2037,84,Silver Swan,Hex O14,Reef,Reef,17%
2037,84,Silver Swan,Hex O15,Pirates,Pirates,10%
2038,264,Scurvy Goose,Hex N13,Reef,Reef,47%
2038,264,Scurvy Goose,Hex O14,Storm,Storm,17%
2040,189,Rusty Bottom,Hex I13,Storm,Storm,25%
2040,189,Rusty Bottom,Hex I13,Storm,Storm,25%
2040,189,Rusty Bottom,Hex H13,Storm,Storm,0%
2041,226,Gray Tortoise,Hex H13,Harpies,Harpies,0%
2041,226,Gray Tortoise,Hex I13,Pirates,Pirates,17%
2041,226,Gray Tortoise,Hex K13,Sharks,Sharks,0%
2041,226,Gray Tortoise,Hex M14,Sharks,Sharks,0%
2042,231,Rusty Heart,Hex H12,Pirates,Pirates,7%
2042,231,Rusty Heart,Hex I10,Iceberg,None,0%
2042,231,Rusty Heart,Hex I9,Iceberg,None,0%
2042,231,Rusty Heart,Hex I10,Iceberg,None,0%
2043,271,Saucy Duck,Hex P7,Iceberg,None,0%
2043,271,Saucy Duck,Hex Q8,Reef,Reef,7%
2043,271,Saucy Duck,Hex Q9,Reef,Reef,10%
2043,271,Saucy Duck,Hex Q9,Reef,Reef,7%
2043,271,Saucy Duck,Hex Q8,Iceberg,None,0%
2044,266,Saucy Bottom,Hex P7,Iceberg,None,0%
2044,266,Saucy Bottom,Hex P7,Storm,Storm,25%
2044,266,Saucy Bottom,Hex P8,Harpies,Harpies,15%
2044,266,Saucy Bottom,Hex Q11,Harpies,Harpies,10%
2044,266,Saucy Bottom,Hex Q11,Kraken,Kraken,45%
2045,48,Scurvy Heart,Hex J4,Pirates,Pirates,50%
2045,48,Scurvy Heart,Hex J5,Iceberg,None,0%
2045,48,Scurvy Heart,Hex J4,Iceberg,None,0%
2046,254,Scurvy Swan,Hex K5,Iceberg,None,0%
2046,254,Scurvy Swan,Hex L5,Iceberg,None,0%
2046,254,Scurvy Swan,Hex M6,Kraken,Kraken,14%
2046,254,Scurvy Swan,Hex N6,Iceberg,None,0%
2046,254,Scurvy Swan,Hex O6,Iceberg,None,0%
2046,254,Scurvy Swan,Hex P6,Iceberg,None,0%
2048,249,Rusty Diamond,Hex N15,Harpies,Harpies,0%
2048,249,Rusty Diamond,Hex M15,Pirates,Pirates,10%
2049,186,Green Goose,Hex I11,Sharks,Sharks,10%
2050,272,Mopey Diamond,Hex P5,Iceberg,None,0%
2050,272,Mopey Diamond,Hex P4,Iceberg,None,0%
2050,272,Mopey Diamond,Hex O4,Kraken,Kraken,0%
2051,270,White Hind,Hex P8,Iceberg,Iceberg,30%
2051,270,White Hind,Hex P10,Iceberg,None,0%
2052,44,Purple Swan,Hex S4,Iceberg,None,0%
2052,44,Purple Swan,Hex S3,Iceberg,None,0%
2052,44,Purple Swan,Hex S3,Sharks,Sharks,0%
2052,44,Purple Swan,Hex R3,Iceberg,None,0%
2053,194,Black Duck,Hex J4,Iceberg,None,0%
2053,194,Black Duck,Hex J4,Dragon,Dragon,100%
2054,196,Golden Duck,Hex M4,Iceberg,None,0%
2054,196,Golden Duck,Hex M3,Iceberg,None,0%
2054,196,Golden Duck,Hex M4,Iceberg,None,0%
2054,196,Golden Duck,Hex L4,Iceberg,None,0%
2054,196,Golden Duck,Hex J3,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex J4,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex K4,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex L4,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex M6,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex M7,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex N8,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex O10,Reef,Reef,10%
2055,206,Mopey Tortoise,Hex O10,Iceberg,None,0%
2055,206,Mopey Tortoise,Hex P13,Storm,Storm,25%
2055,206,Mopey Tortoise,Hex Q14,Storm,Storm,15%
2056,79,Scurvy Pearl,Hex J3,Iceberg,None,0%
2056,79,Scurvy Pearl,Hex J3,Storm,Storm,40%
2056,79,Scurvy Pearl,Hex K4,Iceberg,None,0%
2056,79,Scurvy Pearl,Hex L4,Iceberg,Iceberg,25%
2056,79,Scurvy Pearl,Hex M4,Storm,Storm,0%
2056,79,Scurvy Pearl,Hex N4,Iceberg,None,0%
2056,79,Scurvy Pearl,Hex N5,Iceberg,None,0%
2056,79,Scurvy Pearl,Hex O5,Iceberg,None,0%
2056,79,Scurvy Pearl,Hex P6,Harpies,Harpies,15%
2057,134,Golden Tortoise,Hex N13,Harpies,Harpies,10%
2058,177,Black Swan,Hex Q9,Pirates,Pirates,50%
2058,177,Black Swan,Hex Q9,Iceberg,None,0%
2058,177,Black Swan,Hex P7,Iceberg,None,0%
2059,242,Scurvy Falcon,Hex N13,Pirates,Pirates,40%
2059,242,Scurvy Falcon,Hex O15,Harpies,Harpies,0%
2060,204,Orange Heart,Hex E11,Harpies,Harpies,4%
2060,204,Orange Heart,Hex E10,Sharks,Sharks,0%
2060,204,Orange Heart,Hex E10,Storm,Storm,10%
2060,204,Orange Heart,Hex F10,Kraken,Kraken,30%
2060,204,Orange Heart,Hex F10,Iceberg,None,0%
2060,204,Orange Heart,Hex F10,Storm,Storm,10%
2061,183,Green Diamond,Hex G12,Storm,Storm,30%
2062,187,Silver Bottom,Hex F10,Iceberg,Iceberg,17%
2062,187,Silver Bottom,Hex E9,Iceberg,None,0%
2062,187,Silver Bottom,Hex E8,Iceberg,None,0%
2062,187,Silver Bottom,Hex E8,Sharks,Sharks,0%
2062,187,Silver Bottom,Hex F10,Kraken,Kraken,67%
2063,42,Golden Swan,Hex O5,Iceberg,None,0%
2063,42,Golden Swan,Hex O5,Sharks,Sharks,0%
2063,42,Golden Swan,Hex O4,Kraken,Kraken,45%
2063,42,Golden Swan,Hex N4,Iceberg,None,0%
2063,42,Golden Swan,Hex N4,Storm,Storm,30%
2063,42,Golden Swan,Hex L4,Iceberg,Iceberg,15%
2063,42,Golden Swan,Hex L4,Sharks,Sharks,10%
2064,228,Black Diamond,Hex P6,Iceberg,None,0%
2064,228,Black Diamond,Hex O4,Kraken,Kraken,100%
2065,185,Orange Diamond,Hex Q8,Iceberg,None,0%
2065,185,Orange Diamond,Hex Q9,Harpies,Harpies,7%
2065,185,Orange Diamond,Hex Q11,Harpies,Harpies,0%
2065,185,Orange Diamond,Hex Q11,Kraken,Kraken,0%
2065,185,Orange Diamond,Hex Q11,Sharks,Sharks,10%
2065,185,Orange Diamond,Hex Q12,Pirates,Pirates,14%
2066,227,Rusty Pearl,Hex Q8,Iceberg,None,0%
2066,227,Rusty Pearl,Hex Q9,Harpies,Harpies,10%
2066,227,Rusty Pearl,Hex Q9,Reef,Reef,25%
2066,227,Rusty Pearl,Hex Q9,Iceberg,None,0%
2066,227,Rusty Pearl,Hex R10,Iceberg,None,0%
2066,227,Rusty Pearl,Hex R11,Kraken,Kraken,15%
2066,227,Rusty Pearl,Hex R10,Iceberg,None,0%
2066,227,Rusty Pearl,Hex Q9,Reef,Reef,20%
2066,227,Rusty Pearl,Hex Q9,Iceberg,None,0%
2066,227,Rusty Pearl,Hex Q8,Pirates,Pirates,0%
2066,227,Rusty Pearl,Hex Q8,Reef,Reef,5%
2067,100,Purple Goose,Hex I4,Iceberg,None,0%
2067,100,Purple Goose,Hex H4,Reef,Reef,5%
2067,100,Purple Goose,Hex H4,Iceberg,None,0%
2068,70,Red Hind,Hex K4,Iceberg,None,0%
2068,70,Red Hind,Hex L4,Iceberg,None,0%
2068,70,Red Hind,Hex N6,Iceberg,None,0%
2068,70,Red Hind,Hex O6,Iceberg,None,0%
2069,171,Gray Heart,Hex Q14,Storm,Storm,10%
2069,171,Gray Heart,Hex P12,Pirates,Pirates,20%
2069,171,Gray Heart,Hex Q8,Reef,Reef,10%
2070,82,Green Tortoise,Hex M13,Storm,Storm,4%
2070,82,Green Tortoise,Hex J13,Kraken,Kraken,7%
2071,23,Silver Duck,Hex P13,Reef,Reef,4%
2071,23,Silver Duck,Hex P10,Storm,Storm,0%
2071,23,Silver Duck,Hex P12,Reef,Reef,34%
2072,112,Golden Heart,Hex Q10,Harpies,Harpies,5%
2073,205,Scurvy Diamond,Hex H13,Pirates,Pirates,0%
2073,205,Scurvy Diamond,Hex I15,Sharks,Sharks,5%
2073,205,Scurvy Diamond,Hex K15,Reef,Reef,5%
2073,205,Scurvy Diamond,Hex L15,Reef,Reef,5%
2073,205,Scurvy Diamond,Hex O15,Storm,Storm,0%
2075,259,Purple Bottom,Hex H12,Harpies,Harpies,7%
2075,259,Purple Bottom,Hex G11,Harpies,Harpies,7%
2075,259,Purple Bottom,Hex G11,Dragon,Dragon,40%
2075,259,Purple Bottom,Hex H10,Harpies,Harpies,0%
2075,259,Purple Bottom,Hex H10,Kraken,Kraken,10%
2075,259,Purple Bottom,Hex H9,Pirates,Pirates,0%
2075,259,Purple Bottom,Hex G7,Sharks,Sharks,0%
2075,259,Purple Bottom,Hex H6,Kraken,Kraken,14%
