Voyage ID,Origin Port,Date,Planned Route,Ship ID,Ship Name,Ship Type,Captain Name,Weeks Since Last Voyage,Voyage Destination,Voyage Purpose,Damage Taken
1172,Hex G13,May 1409 Week 2,G13-H12-H11-I10-H11-H12-G13,156,Green Bottom,Dhow,Kelly Blake,5,Hex I10,Fishing,10%
1173,Hex G13,May 1409 Week 2,G13-F13-E13-E14-D15-D16-D15-E15-F14-G14-G13,97,Bloody Bottom,Barquentine,Neil MacDougal,4,Hex D16,Fishing,70%
1174,Hex G13,May 1409 Week 2,G13-H12-H11-I10-H11-H12-G13,87,Green Swan,Dhow,Conor Darry,11,Hex I10,Fishing,0%
1175,Hex Q6,May 1409 Week 2,Q6-Q7-Q8-P9-Q10-Q11-R12-Q13-Q14-P15,60,Saucy Diamond,Barquentine,Conor Cullen,4,Hex P15,Cargo: Scrolls,15%
1176,Hex Q6,May 1409 Week 2,Q6-Q5-Q4-P3-P2-P3-Q4-Q5-Q6,161,Golden Bottom,Galleon,Baron Emerich von Alfeldt,7,Hex P2,Scouting,4%
1177,Hex Q6,May 1409 Week 2,Q6-P7-Q8-P9-P10-O11-P12-P13-Q14-P15,105,Bloody Duck,Galleon,Patrick Buchanan,4,Hex P15,Cargo: Scrolls,70%
1178,Hex Q6,May 1409 Week 2,Q6-P7-P8-P9-P10-O11-P12-P13-Q14-P15,155,White Goose,Barquentine,Sir Adalbrecht von Konig,6,Hex P15,Cargo: Magefruit,5%
1179,Hex I3,May 1409 Week 2,I3-J4-K4-K5-K4-J3-I3,47,Rusty Bottom,Dhow,Dyllon Reagan,6,Hex K5,Fishing,0%
1180,Hex I3,May 1409 Week 2,I3-J4-I5-I6-H7-H8-H7-H6-H5-I4-I3,63,Saucy Pearl,Barquentine,Sean Buchanan,9,Hex H8,Fishing,30%
1181,Hex I3,May 1409 Week 2,I3-I4-I5-J6-J7-K8-K9-L10-L11-M11-N12-N13-O14-O15-P15,45,Green Hind,Galleon,Fergus Darry,7,Hex P15,Cargo: Mythril,14%
1182,Hex P15,May 1409 Week 3,P15-Q14-Q13-R13-S12-S11-S12-R13-R14-Q15-P15,163,Scurvy Swan,Barquentine,Count Gerhart von Konig,9,Hex S11,Scouting,55%
1183,Hex P15,May 1409 Week 3,P15-Q14-Q13-Q12-P11-P10-P9-P8-P7-Q6,78,Orange Swan,Galleon,Count Friedrich von Zelig,4,Hex Q6,Cargo: Darkwood,Destroyed
1184,Hex P15,May 1409 Week 3,P15-O15-O14-N14-M13-M12-N12-N13-O14-O15-P15,107,Saucy Bottom,Galleon,Fergus Sweeney,5,Hex M12,Scouting,10%
1185,Hex P15,May 1409 Week 3,P15-Q14-Q13-Q12-P11-P10-P9-P8-P7-Q6,135,Mopey Hind,Galleon,Erin Flyn,5,Hex Q6,Cargo: Darkwood,20%
1186,Hex P15,May 1409 Week 3,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,54,Red Heart,Barquentine,Conor Hogan,4,Hex G13,Transfer,Destroyed
1187,Hex G13,May 1409 Week 3,G13-H12-H11-I10-J10-J9-K9-L9-M8-N8-N7-O6-P6-Q6,173,Saucy Tortoise,Barquentine,Rick Malone,4,Hex Q6,Cargo: Redstone,80%
1188,Hex Q6,May 1409 Week 3,Q6-P6-O6-N5-M5-M4-L4-K3-J3-I3,118,Bloody Tortoise,Dhow,Fergus Aubrey,4,Hex I3,Cargo: Magefruit,20%
1189,Hex Q6,May 1409 Week 3,Q6-Q7-Q8-P9-Q8-P7-Q6,137,Bloody Diamond,Dhow,Lord Dietrich von Zelig,7,Hex P9,Fishing,50%
1190,Hex Q6,May 1409 Week 3,Q6-P5-P4-O3-O2-O3-P4-P5-Q6,88,Rusty Tortoise,Carrack,Neil O'Brien,9,Hex O2,Fishing,Destroyed
1191,Hex I3,May 1409 Week 3,I3-J4-K4-K5-L6-M6-N6-O6-P6-Q6,113,Scurvy Heart,Carrack,Sean Keating,6,Hex Q6,Cargo: Mythril,54%
1192,Hex I3,May 1409 Week 3,I3-I4-H4-G5-G6-F7-G7-H6-H5-I4-I3,171,Scurvy Pearl,Barquentine,Count Wolfgang von Schneider,5,Hex F7,Fishing,Destroyed
1193,Hex P15,May 1409 Week 4,P15-O15-O14-N14-M14-L14-K14-J14-I14-H13-G13,48,Purple Falcon,Galleon,Jack Flyn,9,Hex G13,Cargo: Blackwine,0%
1194,Hex P15,May 1409 Week 4,P15-Q14-P13-Q12-P11-P10-O11-P12-P13-Q14-P15,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,8,Hex P10,Scouting,75%
1195,Hex P15,May 1409 Week 4,P15-Q14-Q13-R12-R11-R10-Q9-Q8-Q7-Q6,172,Black Hind,Carrack,Erin Aubrey,10005,Hex Q6,Cargo: Blackwine,87%
1196,Hex P15,May 1409 Week 4,P15-O15-N15-N14-M13-L13-K13-J13-I13-H13-G13,102,Purple Diamond,Galleon,Baron Manfred von Kaulbach,16,Hex G13,Cargo: Darkwood,57%
1197,Hex P15,May 1409 Week 4,P15-O15-N15-M15-M14-L14-K14-J14-I14-H13-G13,153,White Pearl,Barquentine,Sean Callahan,6,Hex G13,Transfer,55%
1198,Hex G13,May 1409 Week 4,G13-F13-F14-E15-E16-E15-F15-G14-G13,79,Rusty Pearl,Dhow,Count Alberich von Schneider,10,Hex E16,Scouting,10%
1199,Hex G13,May 1409 Week 4,G13-H12-H11-H10-G9-H8-H7-H6-H5-I4-I3,175,Gray Bottom,Carrack,Killian Malone,4,Hex I3,Cargo: Magefruit,10%
1200,Hex G13,May 1409 Week 4,G13-H12-H11-H10-H9-H8-H7-I6-I5-I4-I3,41,Rusty Diamond,Galleon,Angus Keating,5,Hex I3,Cargo: Redstone,Destroyed
1201,Hex G13,May 1409 Week 4,G13-H12-H11-I11-J11-K11-L10-L9-M8-N8-N7-O6-P6-Q6,134,Saucy Duck,Galleon,Rick Aubrey,5,Hex Q6,Cargo: Redstone,77%
1202,Hex Q6,May 1409 Week 4,Q6-Q7-Q8-Q9-Q10-Q11-R12-Q13-Q14-P15,160,Silver Heart,Carrack,Liam Keating,5,Hex P15,Cargo: Scrolls,Destroyed
1203,Hex I3,May 1409 Week 4,I3-I2-I1-J0-I1-I2-I3,177,Red Hind,Dhow,Count Ernst von Reinhardt,9999,Hex J0,Fishing,10%
1204,Hex I3,May 1409 Week 4,I3-I4-H4-G5-F5-E5-F4-G4-H4-I4-I3,143,White Swan,Barquentine,Ryan O'Neal,9,Hex E5,Fishing,Destroyed
1205,Hex I3,May 1409 Week 4,I3-I4-H4-G4-F5-F6-G6-H6-H5-I4-I3,178,Orange Diamond,Barquentine,Angus Bracken,9999,Hex F6,Scouting,25%
1206,Hex I3,May 1409 Week 4,I3-J2-J1-K1-L1-M0-L0-K1-K2-J2-I3,164,Purple Heart,Barquentine,Fergus Reagan,4,Hex M0,Scouting,35%
1207,Hex P15,May 1409 Week 1,P15-Q14-Q13-R12-Q13-Q14-P15,65,Black Pearl,Dhow,Sean O'Neal,5,Hex R12,Fishing,0%
1208,Hex P15,May 1409 Week 1,P15-Q14-R14-R13-Q13-Q14-P15,149,Saucy Goose,Dhow,Baron Gerhart von Bismarck,13,Hex R13,Fishing,10%
1209,Hex G13,May 1409 Week 1,G13-H13-I13-J14-J15-I15-I14-H13-G13,50,Mopey Heart,Dhow,Killian O'Brien,14,Hex J15,Fishing,0%
1210,Hex Q6,May 1409 Week 1,Q6-P5-P4-P3-P2-P3-P4-P5-Q6,16,Gray Falcon,Dhow,Liam Teague,5,Hex P2,Fishing,45%
1211,Hex Q6,May 1409 Week 1,Q6-P7-Q8-Q9-R10-R11-R12-Q13-Q14-P15,170,Green Diamond,Barquentine,Brandon MacArthur,7,Hex P15,Cargo: Magefruit,85%
1212,Hex I3,May 1409 Week 1,I3-J4-K4-K5-L5-M5-N5-O6-P6-Q6,145,Rusty Heart,Barquentine,Brandon Buchanan,9,Hex Q6,Cargo: Mythril,0%
1213,Hex I3,May 1409 Week 1,I3-I4-I5-J6-I7-I8-H9-H10-G11-G12-G13,141,Orange Duck,Galleon,Jack Bracken,7,Hex G13,Cargo: Darkwood,57%
1214,Hex I3,May 1409 Week 1,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,165,Rusty Duck,Carrack,Bryan Reagan,6,Hex Q6,Cargo: Mythril,4%
1215,Hex P15,June 1409 Week 2,P15-Q14-Q13-R12-R11-R12-Q13-Q14-P15,180,Orange Hind,Carrack,Lord Konrad von Alfeldt,10001,Hex R11,Fishing,14%
1216,Hex G13,June 1409 Week 2,G13-F13-F14-E15-D15-E15-F14-F13-G13,128,Orange Tortoise,Barquentine,Dyllon Keating,7,Hex D15,Fishing,30%
1217,Hex G13,June 1409 Week 2,G13-F13-F12-E11-F12-G12-G13,115,Rusty Goose,Dhow,Lord Friedrich von Alfeldt,5,Hex E11,Fishing,55%
1218,Hex G13,June 1409 Week 2,G13-F13-E13-D13-C13-B13-C13-D13-E13-F13-G13,101,Purple Pearl,Galleon,Count Wolfgang von Chlodwig,4,Hex B13,Fishing,7%
1219,Hex Q6,June 1409 Week 2,Q6-P6-O6-N7-O7-P7-Q6,159,Mopey Swan,Dhow,Brandon Aubrey,5,Hex N7,Fishing,65%
1220,Hex Q6,June 1409 Week 2,Q6-P6-O6-N5-N4-M4-L4-K4-J3-I3,161,Golden Bottom,Galleon,Baron Emerich von Alfeldt,4,Hex I3,Cargo: Scrolls,20%
1221,Hex I3,June 1409 Week 2,I3-J4-J5-K6-K7-L8-K7-K6-J5-J4-I3,169,Bloody Heart,Galleon,Brandon MacDougal,6,Hex L8,Fishing,4%
1222,Hex I3,June 1409 Week 2,I3-J4-I5-I6-H7-H6-H5-I4-I3,174,Bloody Goose,Barquentine,Count Karl von Schonbern,5,Hex H7,Scouting,0%
1223,Hex I3,June 1409 Week 2,I3-J4-J5-J6-I7-I8-H9-I10-H11-H12-G13,147,White Tortoise,Galleon,Rick Reagan,12,Hex G13,Cargo: Mythril,7%
1224,Hex I3,June 1409 Week 2,I3-J4-I5-J6-I7-I8-H9-I10-H11-H12-G13,58,Green Duck,Galleon,Bryan Buchanan,7,Hex G13,Cargo: Darkwood,4%
1225,Hex P15,June 1409 Week 3,P15-Q14-P13-Q12-P11-P10-O11-P12-P13-Q14-P15,155,White Goose,Barquentine,Sir Adalbrecht von Konig,5,Hex P10,Fishing,30%
1226,Hex P15,June 1409 Week 3,P15-O15-N15-N14-M14-M15-N15-O15-P15,163,Scurvy Swan,Barquentine,Count Gerhart von Konig,4,Hex M14,Scouting,95%
1227,Hex P15,June 1409 Week 3,P15-Q14-P13-Q12-Q11-Q10-P11-P12-P13-Q14-P15,90,Scurvy Falcon,Barquentine,Sean Cullen,10,Hex Q10,Scouting,40%
1228,Hex P15,June 1409 Week 3,P15-Q14-Q13-Q12-Q11-Q12-Q13-Q14-P15,148,Green Heart,Carrack,Lord Gottfried von Walderdorf,7,Hex Q11,Scouting,84%
1229,Hex G13,June 1409 Week 3,G13-H12-H11-I11-J11-J12-I12-H12-G13,87,Green Swan,Dhow,Conor Darry,5,Hex J11,Fishing,0%
1230,Hex G13,June 1409 Week 3,G13-G14-F15-G16-G15-G14-G13,156,Green Bottom,Dhow,Kelly Blake,5,Hex G16,Fishing,30%
1231,Hex G13,June 1409 Week 3,G13-H12-H11-I10-I9-J9-K8-L8-M8-N8-N7-O7-P7-Q6,92,Bloody Swan,Galleon,Lord Otto von Zelig,6,Hex Q6,Cargo: Redstone,64%
1232,Hex Q6,June 1409 Week 3,Q6-P5-O5-N5-N4-M4-L4-K3-J3-I3,181,Silver Diamond,Barquentine,Angus Blake,10001,Hex I3,Cargo: Magefruit,25%
1233,Hex I3,June 1409 Week 3,I3-J3-K4-L4-M4-L4-K4-J3-I3,127,Red Swan,Galleon,Conall Keating,11,Hex M4,Fishing,77%
1234,Hex P15,June 1409 Week 4,P15-Q14-Q13-R12-Q11-Q10-P9-P8-P7-Q6,124,Red Tortoise,Barquentine,Angus O'Malley,7,Hex Q6,Cargo: Blackwine,30%
1235,Hex P15,June 1409 Week 4,P15-O15-N15-M15-L15-L14-K13-J13-I13-H13-G13,32,Mopey Bottom,Carrack,Brandon O'Connell,6,Hex G13,Cargo: Darkwood,54%
1236,Hex P15,June 1409 Week 4,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,107,Saucy Bottom,Galleon,Fergus Sweeney,5,Hex G13,Cargo: Darkwood,14%
1237,Hex P15,June 1409 Week 4,P15-Q14-P13-Q12-P11-P10-P9-Q8-P7-Q6,150,Scurvy Hind,Dhow,Kelly Keating,6,Hex Q6,Cargo: Darkwood,45%
1238,Hex G13,June 1409 Week 4,G13-G12-F11-F10-F9-G8-G7-H6-H5-I4-I3,48,Purple Falcon,Galleon,Jack Flyn,4,Hex I3,Cargo: Magefruit,14%
1239,Hex G13,June 1409 Week 4,G13-H13-I12-I11-J10-I11-H11-H12-G13,97,Bloody Bottom,Barquentine,Neil MacDougal,6,Hex J10,Scouting,Destroyed
1240,Hex Q6,June 1409 Week 4,Q6-P6-O6-N7-M7-M8-L8-K9-K10-J11-I11-I12-H12-G13,83,Orange Falcon,Galleon,Ryan MacArthur,19,Hex G13,Cargo: Scrolls,Destroyed
1241,Hex Q6,June 1409 Week 4,Q6-P7-P8-P9-Q10-Q11-R12-Q13-Q14-P15,137,Bloody Diamond,Dhow,Lord Dietrich von Zelig,5,Hex P15,Cargo: Magefruit,25%
1242,Hex Q6,June 1409 Week 4,Q6-P6-O6-N7-M7-N6-O6-P6-Q6,151,Mopey Diamond,Barquentine,Killian MacArthur,22,Hex M7,Scouting,10%
1243,Hex I3,June 1409 Week 4,I3-J2-J1-K1-J1-J2-I3,177,Red Hind,Dhow,Count Ernst von Reinhardt,4,Hex K1,Fishing,45%
1244,Hex P15,June 1409 Week 1,P15-O15-O14-N14-M13-L13-K13-J13-I13-H13-G13,130,Saucy Heart,Carrack,Rick Blake,8,Hex G13,Cargo: Darkwood,24%
1245,Hex G13,June 1409 Week 1,G13-G12-F11-E11-D11-E12-E13-F13-G13,182,Mopey Goose,Carrack,Baron Heinrich von Walderdorf,10003,Hex D11,Fishing,77%
1246,Hex G13,June 1409 Week 1,G13-G12-G11-H10-H9-H8-G7-H6-H5-I4-I3,52,Mopey Pearl,Carrack,Angus O'Neal,8,Hex I3,Cargo: Magefruit,14%
1247,Hex G13,June 1409 Week 1,G13-H13-I13-J14-J15-J14-I13-H13-G13,102,Purple Diamond,Galleon,Baron Manfred von Kaulbach,5,Hex J15,Scouting,70%
1248,Hex Q6,June 1409 Week 1,Q6-Q5-R4-Q3-R2-R1-R2-Q3-R4-Q5-Q6,80,Silver Falcon,Barquentine,Seamus O'Malley,18,Hex R1,Scouting,35%
1249,Hex Q6,June 1409 Week 1,Q6-P7-O7-N7-N8-M9-L9-K9-J9-I9-I10-H11-H12-G13,113,Scurvy Heart,Carrack,Sean Keating,6,Hex G13,Cargo: Scrolls,17%
1250,Hex I3,June 1409 Week 1,I3-I2-I1-J0-I1-J2-I3,47,Rusty Bottom,Dhow,Dyllon Reagan,7,Hex J0,Fishing,10%
1251,Hex P15,July 1409 Week 2,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-Q7-Q6,20,Golden Hind,Dhow,Conor Hogan,12,Hex Q6,Cargo: Blackwine,40%
1252,Hex P15,July 1409 Week 2,P15-Q15-R14-R13-Q13-Q14-P15,65,Black Pearl,Dhow,Sean O'Neal,5,Hex R13,Fishing,0%
1253,Hex P15,July 1409 Week 2,P15-O15-N15-M15-L15-M15-N15-O15-P15,152,White Falcon,Dhow,Liam MacDougal,18,Hex L15,Fishing,Destroyed
1254,Hex G13,July 1409 Week 2,G13-H13-I14-I15-J15-K15-L15-M15-N15-O15-P15,153,White Pearl,Barquentine,Sean Callahan,6,Hex P15,Cargo: Redstone,25%
1255,Hex G13,July 1409 Week 2,G13-H12-H11-I11-J10-J9-J10-I10-H11-H12-G13,141,Orange Duck,Galleon,Jack Bracken,5,Hex J9,Fishing,70%
1256,Hex Q6,July 1409 Week 2,Q6-Q5-R4-Q3-Q4-Q5-Q6,159,Mopey Swan,Dhow,Brandon Aubrey,4,Hex Q3,Fishing,35%
1257,Hex Q6,July 1409 Week 2,Q6-P6-O6-N6-M6-L6-K7-K8-J9-J10-I10-H11-H12-G13,91,Mopey Falcon,Carrack,Sir Konrad von Schonbern,11,Hex G13,Cargo: Scrolls,67%
1258,Hex Q6,July 1409 Week 2,Q6-P7-P8-P9-P10-P11-Q12-Q13-Q14-P15,173,Saucy Tortoise,Barquentine,Rick Malone,7,Hex P15,Cargo: Magefruit,10%
1259,Hex Q6,July 1409 Week 2,Q6-Q5-R5-S4-S3-S4-R5-Q5-Q6,135,Mopey Hind,Galleon,Erin Flyn,7,Hex S3,Fishing,4%
1260,Hex I3,July 1409 Week 2,I3-I4-H5-I6-H7-I6-H5-I4-I3,169,Bloody Heart,Galleon,Brandon MacDougal,4,Hex H7,Fishing,0%
1261,Hex I3,July 1409 Week 2,I3-J3-K4-L4-L5-M5-N5-O5-P6-Q6,76,Gray Diamond,Carrack,Neil Malone,20,Hex Q6,Cargo: Darkwood,0%
1262,Hex P15,July 1409 Week 3,P15-Q14-Q13-R12-Q11-R10-Q9-Q8-Q7-Q6,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,7,Hex Q6,Cargo: Darkwood,20%
1263,Hex P15,July 1409 Week 3,P15-Q14-P13-Q12-Q11-R10-R11-R12-Q13-Q14-P15,162,Golden Falcon,Galleon,Lord Wolfgang von Zelig,13,Hex R10,Scouting,14%
1264,Hex P15,July 1409 Week 3,P15-Q16-R16-S16-R16-Q15-P15,44,Scurvy Duck,Dhow,Kelly MacArthur,12,Hex S16,Fishing,55%
1265,Hex P15,July 1409 Week 3,P15-O15-N15-N14-M14-L14-K14-J14-I13-H13-G13,184,Gray Hind,Carrack,Killian MacDougal,10001,Hex G13,Cargo: Darkwood,27%
1266,Hex G13,July 1409 Week 3,G13-H12-G11-H10-G9-G8-G9-H10-G11-G12-G13,101,Purple Pearl,Galleon,Count Wolfgang von Chlodwig,5,Hex G8,Fishing,14%
1267,Hex Q6,July 1409 Week 3,Q6-P7-O7-N7-N8-M8-L9-L10-K10-J10-I10-H11-H12-G13,145,Rusty Heart,Barquentine,Brandon Buchanan,6,Hex G13,Cargo: Scrolls,50%
1268,Hex Q6,July 1409 Week 3,Q6-P7-Q8-P9-P10-P11-Q12-Q13-Q14-P15,157,Orange Heart,Barquentine,Patrick Buchanan,18,Hex P15,Cargo: Magefruit,Destroyed
1269,Hex Q6,July 1409 Week 3,Q6-Q7-Q8-Q9-Q10-Q9-Q8-Q7-Q6,92,Bloody Swan,Galleon,Lord Otto von Zelig,4,Hex Q10,Scouting,67%
1270,Hex Q6,July 1409 Week 3,Q6-P5-P4-O4-N4-M4-L4-K4-J4-I3,154,Green Goose,Dhow,Jack Malone,13,Hex I3,Cargo: Magefruit,5%
1271,Hex I3,July 1409 Week 3,I3-J4-K4-L4-M4-L4-K4-J3-I3,174,Bloody Goose,Barquentine,Count Karl von Schonbern,5,Hex M4,Scouting,50%
1272,Hex P15,July 1409 Week 4,P15-O15-N15-N14-M13-M12-L11-L10-K9-L8-K7-K6-J5-J4-I3,136,Black Swan,Galleon,Baron Manfred von Grolman,11,Hex I3,Cargo: Blackwine,27%
1273,Hex P15,July 1409 Week 4,P15-O15-N15-N14-M13-L13-K13-J13-I13-H13-G13,45,Green Hind,Galleon,Fergus Darry,10,Hex G13,Cargo: Darkwood,40%
1274,Hex P15,July 1409 Week 4,P15-Q14-Q13-R12-Q11-Q10-Q11-R12-Q13-Q14-P15,148,Green Heart,Carrack,Lord Gottfried von Walderdorf,5,Hex Q10,Fishing,80%
1275,Hex G13,July 1409 Week 4,G13-G12-F11-F10-F9-F8-E9-F10-F11-G12-G13,147,White Tortoise,Galleon,Rick Reagan,6,Hex F8,Fishing,14%
1276,Hex Q6,July 1409 Week 4,Q6-P7-O7-N7-M7-M8-N8-N7-O6-P6-Q6,165,Rusty Duck,Carrack,Bryan Reagan,7,Hex M8,Fishing,4%
1277,Hex Q6,July 1409 Week 4,Q6-P7-P8-P9-P10-O11-P12-P13-Q14-P15,16,Gray Falcon,Dhow,Liam Teague,7,Hex P15,Cargo: Magefruit,20%
1278,Hex Q6,July 1409 Week 4,Q6-P6-O6-N7-M7-N6-O6-P6-Q6,124,Red Tortoise,Barquentine,Angus O'Malley,4,Hex M7,Fishing,10%
1279,Hex Q6,July 1409 Week 4,Q6-Q7-Q8-Q9-Q10-P11-Q12-P13-Q14-P15,167,Golden Diamond,Galleon,Bryan O'Neal,21,Hex P15,Cargo: Magefruit,27%
1280,Hex I3,July 1409 Week 4,I3-J4-J5-J6-I7-I8-H9-I10-H11-H12-G13,164,Purple Heart,Barquentine,Fergus Reagan,8,Hex G13,Cargo: Mythril,0%
1281,Hex I3,July 1409 Week 4,I3-I2-I1-J0-J1-J2-I3,118,Bloody Tortoise,Dhow,Fergus Aubrey,9,Hex J0,Fishing,0%
1282,Hex P15,July 1409 Week 1,P15-O15-O14-N14-M14-L14-M14-M15-N15-O15-P15,179,Red Pearl,Barquentine,Count Ulbrecht von Alfeldt,10008,Hex L14,Fishing,0%
1283,Hex G13,July 1409 Week 1,G13-F13-E13-D13-E13-F13-G13,79,Rusty Pearl,Dhow,Count Alberich von Schneider,9,Hex D13,Fishing,10%
1284,Hex G13,July 1409 Week 1,G13-H13-I12-J12-J11-K10-K9-L8-L7-M6-N6-O6-P6-Q6,128,Orange Tortoise,Barquentine,Dyllon Keating,7,Hex Q6,Cargo: Redstone,50%
1285,Hex G13,July 1409 Week 1,G13-H13-I13-J12-J11-K10-J10-I11-I12-H12-G13,182,Mopey Goose,Carrack,Baron Heinrich von Walderdorf,4,Hex K10,Fishing,Destroyed
1286,Hex Q6,July 1409 Week 1,Q6-P6-O6-N6-M5-L5-K5-K4-J4-I3,80,Silver Falcon,Barquentine,Seamus O'Malley,4,Hex I3,Cargo: Magefruit,25%
1287,Hex Q6,July 1409 Week 1,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,150,Scurvy Hind,Dhow,Kelly Keating,5,Hex I3,Cargo: Magefruit,70%
1288,Hex I3,July 1409 Week 1,I3-I2-H1-H0-G0-H0-H1-I2-I3,175,Gray Bottom,Carrack,Killian Malone,9,Hex G0,Scouting,0%
1289,Hex P15,August 1409 Week 2,P15-Q14-Q13-Q12-Q11-R12-Q13-Q14-P15,65,Black Pearl,Dhow,Sean O'Neal,4,Hex Q11,Scouting,35%
1290,Hex P15,August 1409 Week 2,P15-Q14-Q13-Q12-P11-P10-P9-Q8-Q7-Q6,60,Saucy Diamond,Barquentine,Conor Cullen,12,Hex Q6,Cargo: Darkwood,0%
1291,Hex P15,August 1409 Week 2,P15-Q14-P13-P12-O11-P10-P9-P8-P7-Q6,90,Scurvy Falcon,Barquentine,Sean Cullen,7,Hex Q6,Cargo: Blackwine,20%
1292,Hex P15,August 1409 Week 2,P15-Q14-P13-Q12-Q11-Q12-Q13-Q14-P15,176,Purple Bottom,Dhow,Lord Manfred von Zelig,10011,Hex Q11,Scouting,20%
1293,Hex G13,August 1409 Week 2,G13-H13-I12-I11-J10-K10-L10-L9-M8-N8-N7-O6-P6-Q6,130,Saucy Heart,Carrack,Rick Blake,5,Hex Q6,Cargo: Redstone,34%
1294,Hex G13,August 1409 Week 2,G13-F13-F12-E12-F12-F13-G13,156,Green Bottom,Dhow,Kelly Blake,7,Hex E12,Fishing,30%
1295,Hex G13,August 1409 Week 2,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,102,Purple Diamond,Galleon,Baron Manfred von Kaulbach,5,Hex P15,Cargo: Magefruit,54%
1296,Hex G13,August 1409 Week 2,G13-G12-G11-H10-H11-H12-G13,87,Green Swan,Dhow,Conor Darry,7,Hex H10,Fishing,30%
1297,Hex Q6,August 1409 Week 2,Q6-P5-O5-N5-N4-M4-L4-K3-J3-I3,135,Mopey Hind,Galleon,Erin Flyn,4,Hex I3,Cargo: Magefruit,34%
1298,Hex Q6,August 1409 Week 2,Q6-Q7-Q8-P9-Q10-P11-P12-P13-Q14-P15,76,Gray Diamond,Carrack,Neil Malone,4,Hex P15,Cargo: Magefruit,20%
1299,Hex I3,August 1409 Week 2,I3-J2-J1-K1-L1-M0-L0-K1-J1-J2-I3,169,Bloody Heart,Galleon,Brandon MacDougal,4,Hex M0,Scouting,30%
1300,Hex I3,August 1409 Week 2,I3-I4-H5-H6-G6-F6-F5-G5-H4-I4-I3,48,Purple Falcon,Galleon,Jack Flyn,6,Hex F6,Fishing,40%
1301,Hex P15,August 1409 Week 3,P15-Q14-Q13-R12-Q11-R10-Q9-Q8-P7-Q6,59,Orange Bottom,Barquentine,Conor Darry,13,Hex Q6,Cargo: Darkwood,70%
1302,Hex P15,August 1409 Week 3,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,155,White Goose,Barquentine,Sir Adalbrecht von Konig,8,Hex G13,Cargo: Blackwine,10%
1303,Hex G13,August 1409 Week 3,G13-G12-F11-F10-F9-G8-G7-H6-H5-I4-I3,32,Mopey Bottom,Carrack,Brandon O'Connell,7,Hex I3,Cargo: Magefruit,67%
1304,Hex G13,August 1409 Week 3,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,91,Mopey Falcon,Carrack,Sir Konrad von Schonbern,5,Hex P15,Cargo: Magefruit,17%
1305,Hex G13,August 1409 Week 3,G13-H12-H11-I10-H11-H12-G13,115,Rusty Goose,Dhow,Lord Friedrich von Alfeldt,9,Hex I10,Fishing,0%
1306,Hex G13,August 1409 Week 3,G13-H13-I14-I15-J15-K15-L15-M15-N15-O15-P15,101,Purple Pearl,Galleon,Count Wolfgang von Chlodwig,4,Hex P15,Cargo: Redstone,10%
1307,Hex Q6,August 1409 Week 3,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,159,Mopey Swan,Dhow,Brandon Aubrey,5,Hex I3,Cargo: Scrolls,0%
1308,Hex Q6,August 1409 Week 3,Q6-P6-O7-N7-N8-M8-L9-L10-K11-K12-J12-I12-H13-G13,92,Bloody Swan,Galleon,Lord Otto von Zelig,4,Hex G13,Cargo: Scrolls,Destroyed
1309,Hex Q6,August 1409 Week 3,Q6-P5-O5-N5-N4-M4-L4-K3-J3-I3,172,Black Hind,Carrack,Erin Aubrey,11,Hex I3,Cargo: Magefruit,24%
1310,Hex Q6,August 1409 Week 3,Q6-P6-O6-N6-M6-L6-M6-N6-O6-P6-Q6,139,Green Falcon,Carrack,Liam O'Malley,23,Hex L6,Scouting,Destroyed
1311,Hex I3,August 1409 Week 3,I3-J4-K4-L4-L5-M5-N5-O5-P5-Q6,127,Red Swan,Galleon,Conall Keating,8,Hex Q6,Cargo: Darkwood,4%
1312,Hex I3,August 1409 Week 3,I3-J4-J5-K6-L6-M6-N6-O6-P6-Q6,158,Saucy Swan,Dhow,Erin Flyn,14,Hex Q6,Cargo: Darkwood,Destroyed
1313,Hex I3,August 1409 Week 3,I3-I2-I1-J0-J1-J2-I3,47,Rusty Bottom,Dhow,Dyllon Reagan,6,Hex J0,Fishing,0%
1314,Hex I3,August 1409 Week 3,I3-J3-K3-L4-M4-N4-N5-O6-P6-Q6,174,Bloody Goose,Barquentine,Count Karl von Schonbern,4,Hex Q6,Cargo: Darkwood,30%
1315,Hex P15,August 1409 Week 4,P15-Q14-P13-P12-O12-N11-O11-P12-P13-Q14-P15,132,Purple Duck,Galleon,Count Rudolf von Schonbern,39,Hex N11,Fishing,74%
1316,Hex P15,August 1409 Week 4,P15-Q14-P13-P12-P11-P10-O11-P12-P13-Q14-P15,167,Golden Diamond,Galleon,Bryan O'Neal,4,Hex P10,Fishing,44%
